Product_ID,Date,Sales,Revenue,EndOfDayStock,prev_stock
16237,2011-05-05,42,8.82,30,0.0
16237,2011-05-08,30,6.3,0,30.0
16237,2011-05-12,30,6.3,0,30.0
16237,2011-05-13,30,6.3,4,0.0
16237,2011-05-17,4,0.84,0,4.0
16237,2011-05-25,30,6.3,0,30.0
16237,2011-06-07,36,7.56,0,36.0
16237,2011-06-08,90,14.4,30,0.0
16237,2011-06-09,30,6.3,0,30.0
16237,2011-06-16,30,6.3,0,30.0
16237,2011-06-22,30,6.3,11,0.0
16237,2011-06-24,11,2.31,0,11.0
16237,2011-07-01,30,6.3,0,30.0
16237,2011-07-06,90,14.4,5,0.0
16237,2011-07-07,5,1.05,0,5.0
16237,2011-07-17,30,6.3,0,30.0
16237,2011-07-21,60,9.6,0,60.0
16237,2011-07-31,30,6.3,0,30.0
16237,2011-08-16,30,6.3,0,30.0
16237,2011-08-18,60,12.6,30,0.0
16237,2011-08-19,30,6.3,0,30.0
16237,2011-08-24,30,6.3,0,30.0
16237,2011-08-25,60,12.6,30,0.0
16237,2011-09-01,30,6.3,0,30.0
16237,2011-09-11,30,6.3,0,30.0
16237,2011-09-14,30,6.3,1,0.0
16237,2011-09-15,1,0.21,0,1.0
16237,2011-09-20,60,12.6,0,60.0
16237,2011-09-22,30,6.3,6,0.0
16237,2011-09-23,6,1.26,0,6.0
16237,2011-09-27,90,14.4,30,0.0
16237,2011-09-28,30,6.3,0,30.0
16237,2011-10-04,40,8.4,0,40.0
16237,2011-10-06,92,14.82,30,0.0
16237,2011-10-07,30,6.3,0,30.0
16237,2011-10-10,33,6.93,0,33.0
16237,2011-10-13,30,6.3,1,0.0
16237,2011-10-19,1,0.21,0,1.0
16237,2011-10-25,30,6.3,0,30.0
16237,2011-11-01,30,6.3,0,30.0
16237,2011-11-02,3,0.63,1,0.0
16237,2011-11-03,1,0.21,0,1.0
16237,2011-11-04,263,46.23,30,0.0
16237,2011-11-09,30,6.3,0,30.0
16237,2011-11-13,32,6.72,0,32.0
16237,2011-11-14,30,6.3,8,0.0
16237,2011-11-15,8,1.68,0,8.0
16237,2011-11-17,60,12.6,0,60.0
16237,2011-11-20,6,1.26,0,6.0
16237,2011-11-21,70,14.7,13,0.0
16237,2011-11-23,13,2.73,0,13.0
16237,2011-11-24,35,7.35,3,0.0
16237,2011-11-25,3,0.63,0,3.0
16237,2011-11-29,180,28.8,0,180.0
16237,2011-12-02,31,6.51,0,31.0
16237,2011-12-05,62,13.02,0,62.0
16237,2011-12-06,90,14.4,1,0.0
16237,2011-12-08,1,0.21,0,1.0
16239,2010-01-27,292,371.8,219,511.0
16254,2010-01-21,864,216.0,2,183.0
16254,2010-05-06,2,1.7,0,2.0
16254,2010-07-12,3,2.55,2,0.0
16254,2010-08-19,2,1.7,0,2.0
16254,2010-10-21,1,0.85,0,1.0
16254,2010-10-31,3,2.55,2,0.0
16254,2010-11-15,2,1.7,0,2.0
16254,2010-11-21,3,2.55,1,0.0
16254,2011-06-15,1,0.85,0,1.0
16254,2011-06-26,12,10.2,1,0.0
16254,2011-08-30,1,1.63,0,1.0
16254,2011-10-09,12,10.2,1,0.0
16254,2011-10-17,1,1.63,0,1.0
16254,2011-11-08,1,0.85,0,1.0
16254,2011-11-30,1,0.85,0,1.0
17178,2010-09-16,25,31.25,0,17.0
20616,2010-06-22,6,12.6,5,11.0
20661,2010-08-09,301,53.95,1,97.0
20661,2010-08-25,1,2.95,0,1.0
20661,2010-09-27,300,51.0,0,300.0
20661,2010-10-05,6,17.7,1,0.0
20661,2010-10-12,1,2.95,0,1.0
20661,2010-10-18,30,88.5,0,30.0
20661,2010-11-24,1,2.95,0,1.0
20661,2010-12-03,2,5.9,1,0.0
20661,2011-09-09,1,5.79,0,1.0
20661,2011-10-21,5,14.75,0,5.0
20661,2011-10-31,1,5.79,0,0.0
20671,2010-10-07,12,15.0,10,22.0
20671,2010-10-08,16,20.0,1,10.0
20671,2010-10-10,1,1.25,0,1.0
20671,2010-10-25,16,20.0,0,16.0
20671,2010-11-12,2,2.5,0,2.0
20671,2010-11-16,4,5.0,0,4.0
20671,2010-11-23,16,20.0,0,16.0
20671,2010-11-28,3,3.75,0,3.0
20671,2010-12-09,16,20.0,0,16.0
20685,2011-02-21,38,266.1,4,31.0
20685,2011-02-22,4,31.8,0,4.0
20685,2011-02-24,11,75.45,0,11.0
20685,2011-02-25,4,31.8,3,0.0
20685,2011-02-27,3,23.85,0,3.0
20685,2011-03-01,7,55.65,0,7.0
20685,2011-03-03,14,99.3,0,14.0
20685,2011-03-06,12,83.4,11,0.0
20685,2011-03-07,11,75.45,0,11.0
20685,2011-03-08,52,365.4,10,0.0
20685,2011-03-09,10,79.5,0,10.0
20685,2011-03-10,4,31.8,3,0.0
20685,2011-03-11,3,23.85,0,3.0
20685,2011-03-15,12,83.4,0,12.0
20685,2011-03-18,13,91.35,0,13.0
20685,2011-03-21,22,150.9,0,22.0
20685,2011-03-22,8,63.6,2,0.0
20685,2011-03-23,2,15.9,0,2.0
20685,2011-03-25,2,15.9,0,2.0
20685,2011-03-28,9,71.55,2,0.0
20685,2011-03-29,2,15.9,0,2.0
20685,2011-03-31,19,139.05,0,19.0
20685,2011-04-01,12,83.4,2,0.0
20685,2011-04-03,2,15.9,0,2.0
20685,2011-04-05,13,91.35,0,13.0
20685,2011-04-06,21,142.95,1,0.0
20685,2011-04-07,1,7.95,0,1.0
20685,2011-04-08,18,131.1,3,0.0
20685,2011-04-10,3,23.85,0,3.0
20685,2011-04-12,13,91.35,0,13.0
20685,2011-04-15,4,31.8,0,4.0
20685,2011-04-17,4,31.8,1,0.0
20685,2011-04-18,1,7.95,0,1.0
20685,2011-04-20,2,15.9,0,2.0
20685,2011-04-26,5,39.75,0,5.0
20685,2011-05-01,6,47.7,0,6.0
20685,2011-05-04,22,150.9,0,22.0
20685,2011-05-06,42,285.9,0,42.0
20685,2011-05-09,7,55.65,0,7.0
20685,2011-05-10,12,83.4,6,0.0
20685,2011-05-11,6,47.7,0,6.0
20685,2011-05-12,41,277.95,20,0.0
20685,2011-05-13,20,135.0,0,20.0
20685,2011-05-16,218,1047.1,0,218.0
20685,2011-05-17,36,250.2,18,0.0
20685,2011-05-18,18,131.1,0,18.0
20685,2011-05-19,12,83.4,2,0.0
20685,2011-05-20,2,15.9,0,2.0
20685,2011-05-22,4,31.8,2,0.0
20685,2011-05-25,2,15.9,0,2.0
20685,2011-05-26,43,293.85,19,0.0
20685,2011-05-27,19,139.05,0,19.0
20685,2011-05-31,2,15.9,0,2.0
20685,2011-06-02,8,63.6,0,8.0
20685,2011-06-03,20,135.0,6,0.0
20685,2011-06-05,6,47.7,0,6.0
20685,2011-06-07,202,931.9,0,202.0
20685,2011-06-09,304,1405.8,0,304.0
20685,2011-06-10,24,166.8,1,0.0
20685,2011-06-12,1,7.95,0,1.0
20685,2011-06-15,51,345.45,0,51.0
20685,2011-06-20,10,67.5,0,10.0
20685,2011-06-21,31,210.45,2,0.0
20685,2011-06-23,2,15.9,0,2.0
20685,2011-06-27,13,91.35,0,13.0
20685,2011-06-30,3,23.85,2,0.0
20685,2011-07-01,2,15.9,0,2.0
20685,2011-07-04,400,1832.0,0,400.0
20685,2011-07-05,2,15.9,1,0.0
20685,2011-07-06,1,7.95,0,1.0
20685,2011-07-07,11,75.45,6,0.0
20685,2011-07-08,6,47.7,0,6.0
20685,2011-07-11,20,135.0,0,20.0
20685,2011-07-14,26,182.7,0,26.0
20685,2011-07-18,20,135.0,0,20.0
20685,2011-07-20,21,142.95,0,21.0
20685,2011-07-22,22,150.9,0,22.0
20685,2011-07-24,13,91.35,11,0.0
20685,2011-07-25,11,75.45,0,11.0
20685,2011-07-27,7,55.65,0,7.0
20685,2011-08-02,4,31.8,0,4.0
20685,2011-08-04,25,174.75,0,25.0
20685,2011-08-08,14,99.3,0,14.0
20685,2011-08-14,5,39.75,0,5.0
20685,2011-08-17,20,160.0,0,20.0
20685,2011-08-19,12,83.4,0,12.0
20685,2011-08-22,18,131.1,4,0.0
20685,2011-08-23,4,31.8,0,4.0
20685,2011-08-24,10,67.5,1,0.0
20685,2011-08-25,1,7.95,0,1.0
20685,2011-08-31,12,83.4,0,12.0
20685,2011-09-02,12,84.0,0,12.0
20685,2011-09-04,6,49.5,2,0.0
20685,2011-09-05,2,16.5,0,2.0
20685,2011-09-08,5,41.25,0,5.0
20685,2011-09-11,15,110.85,0,15.0
20685,2011-09-12,10,70.8,3,0.0
20685,2011-09-13,3,24.75,0,3.0
20685,2011-09-15,10,70.8,8,0.0
20685,2011-09-19,8,65.4,0,8.0
20685,2011-09-22,4,33.0,2,0.0
20685,2011-09-23,2,16.5,0,2.0
20685,2011-09-27,22,158.1,0,22.0
20685,2011-09-29,10,70.8,0,10.0
20685,2011-09-30,42,336.5,1,0.0
20685,2011-10-02,1,8.25,0,1.0
20685,2011-10-04,17,128.55,9,0.0
20685,2011-10-05,9,74.25,0,9.0
20685,2011-10-07,20,141.6,6,0.0
20685,2011-10-09,6,49.5,0,6.0
20685,2011-10-11,2,16.5,0,2.0
20685,2011-10-14,10,70.8,0,10.0
20685,2011-10-16,27,194.67,3,0.0
20685,2011-10-17,3,24.75,0,3.0
20685,2011-10-18,4,33.0,3,0.0
20685,2011-10-19,3,24.75,0,3.0
20685,2011-10-24,24,174.6,0,24.0
20685,2011-10-27,5,41.25,0,5.0
20685,2011-10-28,17,128.55,14,0.0
20685,2011-10-30,14,103.8,0,14.0
20685,2011-10-31,13,103.09,11,0.0
20685,2011-11-01,11,79.05,0,11.0
20685,2011-11-02,5,41.25,1,0.0
20685,2011-11-03,1,8.25,0,1.0
20685,2011-11-04,44,316.2,16,0.0
20685,2011-11-06,16,120.3,0,16.0
20685,2011-11-07,8,66.0,3,0.0
20685,2011-11-08,3,24.75,0,3.0
20685,2011-11-09,12,87.3,7,0.0
20685,2011-11-10,7,57.75,0,7.0
20685,2011-11-13,2,16.5,0,2.0
20685,2011-11-15,13,95.55,0,13.0
20685,2011-11-16,11,79.05,3,0.0
20685,2011-11-17,3,24.75,0,3.0
20685,2011-11-18,12,87.3,1,0.0
20685,2011-11-20,1,8.25,0,1.0
20685,2011-11-21,64,516.0,30,0.0
20685,2011-11-22,30,212.4,0,30.0
20685,2011-11-24,3,24.75,0,3.0
20685,2011-11-29,53,378.75,0,53.0
20685,2011-12-02,20,141.6,0,20.0
20685,2011-12-04,3,24.75,2,0.0
20685,2011-12-05,2,16.5,0,2.0
20685,2011-12-07,22,158.1,0,22.0
20685,2011-12-08,24,186.3,10,0.0
20685,2011-12-09,10,70.8,0,10.0
20693,2010-01-26,3,12.75,2,5.0
20693,2010-02-10,6,25.5,0,6.0
20693,2010-03-12,3,12.75,2,0.0
20693,2010-03-14,2,8.5,0,2.0
20697,2010-03-04,6,12.6,3,9.0
20697,2011-11-13,3,7.65,1,4.0
20697,2011-11-23,2,5.1,0,1.0
20701,2009-12-14,96,120.0,17,113.0
20701,2010-01-04,144,180.0,4,16.0
20701,2010-07-07,4,15.0,0,4.0
20701,2010-08-23,2,7.5,0,2.0
20701,2010-11-28,2,7.5,0,2.0
20701,2011-06-07,1,3.75,0,1.0
20701,2011-06-20,4,15.0,0,0.0
20703,2010-06-14,7,29.75,3,3.0
20703,2010-06-17,3,12.75,0,3.0
20703,2010-06-20,4,17.0,3,0.0
20703,2010-06-23,3,12.75,0,3.0
20703,2010-06-29,3,12.75,0,3.0
20703,2010-07-01,3,12.75,0,3.0
20703,2010-07-08,9,38.25,0,9.0
20703,2010-07-16,3,12.75,0,3.0
20703,2010-07-20,3,12.75,1,0.0
20703,2010-07-25,1,4.25,0,1.0
20703,2010-07-27,7,29.75,3,0.0
20703,2010-07-29,3,12.75,0,3.0
20703,2010-08-05,3,12.75,0,3.0
20703,2010-08-06,15,63.75,6,0.0
20703,2010-08-09,6,25.5,0,6.0
20703,2010-08-11,1,4.25,0,1.0
20703,2010-08-17,3,12.75,0,3.0
20703,2010-08-18,2,8.5,1,0.0
20703,2010-08-19,1,4.25,0,1.0
20703,2010-08-20,9,38.25,2,0.0
20703,2010-08-22,2,8.5,0,2.0
20703,2010-08-24,13,48.75,0,13.0
20703,2010-08-31,3,12.75,0,3.0
20703,2010-09-02,3,12.75,0,3.0
20703,2010-09-07,9,38.25,0,9.0
20703,2010-09-16,12,51.0,0,12.0
20703,2010-09-17,6,25.5,5,0.0
20703,2010-09-19,5,21.25,0,5.0
20703,2010-09-29,3,12.75,0,3.0
20703,2010-09-30,6,25.5,3,0.0
20703,2010-10-01,3,12.75,0,3.0
20703,2010-10-04,9,38.25,4,0.0
20703,2010-10-05,4,17.0,0,4.0
20703,2010-10-07,4,17.0,3,0.0
20703,2010-10-08,3,12.75,0,3.0
20703,2010-10-12,3,12.75,0,3.0
20703,2010-10-13,3,12.75,2,0.0
20703,2010-10-14,2,8.5,0,2.0
20703,2010-10-17,2,8.5,0,2.0
20703,2010-10-21,2,8.5,0,2.0
20703,2010-11-09,1,4.25,0,1.0
20703,2010-11-29,2,8.5,0,2.0
20703,2011-04-14,1,4.25,0,0.0
20752,2011-08-24,12,25.2,7,19.0
20752,2011-09-04,4,8.4,2,6.0
20752,2011-09-08,12,25.2,1,1.0
20752,2011-09-11,1,2.1,0,1.0
20752,2011-09-13,2,4.2,1,0.0
20752,2011-09-14,1,2.1,0,1.0
20752,2011-09-19,1,2.1,0,1.0
20752,2011-09-25,3,6.3,0,3.0
20752,2011-10-06,2,4.2,0,2.0
20752,2011-10-17,4,8.4,0,4.0
20752,2011-10-18,7,14.7,2,0.0
20752,2011-10-19,2,4.2,0,2.0
20752,2011-11-03,1,2.1,0,1.0
20752,2011-11-13,3,6.3,1,0.0
20752,2011-11-15,1,2.1,0,1.0
20752,2011-11-18,1,2.1,0,1.0
20752,2011-11-23,4,8.4,0,4.0
20752,2011-11-27,6,12.6,0,6.0
20759,2010-01-21,5280,528.0,967,6247.0
20765,2009-12-01,32,94.4,21,2967.0
20778,2010-02-15,3360,504.0,3,2633.0
20778,2010-02-19,3,4.95,0,3.0
20778,2010-02-24,9,14.85,2,0.0
20778,2010-02-25,2,3.3,0,2.0
20778,2010-03-07,6,9.9,0,6.0
20778,2010-03-17,8,13.2,0,8.0
20778,2010-03-22,6,9.9,2,0.0
20778,2010-03-23,2,3.3,0,2.0
20778,2010-03-24,2,3.3,1,0.0
20778,2010-03-29,1,1.65,0,1.0
20778,2010-05-06,1,1.65,0,1.0
20778,2010-05-14,2,3.3,0,2.0
20778,2010-06-07,6,9.9,0,6.0
20778,2010-06-21,6,9.9,0,6.0
20778,2010-07-07,3,4.95,0,3.0
20778,2010-07-14,6,9.9,0,6.0
20778,2010-07-15,3,4.95,1,0.0
20778,2010-07-18,1,1.65,0,1.0
20778,2010-07-21,5,8.25,2,0.0
20778,2010-07-22,2,3.3,0,2.0
20778,2010-08-01,5,8.25,2,0.0
20778,2010-08-02,2,3.3,0,2.0
20778,2010-08-03,2,3.3,1,0.0
20778,2010-08-17,1,1.65,0,1.0
20778,2010-09-14,2,3.3,0,2.0
20778,2010-09-17,4,6.6,2,0.0
20778,2010-09-19,2,3.3,0,2.0
20778,2010-09-20,4,6.6,1,0.0
20778,2010-10-05,1,1.65,0,1.0
20778,2010-10-25,4,6.6,0,4.0
20778,2010-10-31,12,19.8,10,0.0
20778,2010-11-07,10,16.5,0,10.0
20778,2010-11-09,2,3.3,0,2.0
20778,2010-11-11,6,9.9,0,6.0
20778,2010-11-12,2,3.3,1,0.0
20778,2010-11-14,1,1.65,0,1.0
20778,2010-12-09,8,13.2,0,8.0
20778,2011-01-09,3,4.95,1,0.0
20778,2011-01-23,1,1.65,0,1.0
20778,2011-02-01,2,3.3,1,0.0
20778,2011-02-16,1,1.65,0,1.0
20778,2011-04-26,2,3.3,0,2.0
20786,2010-01-22,12,431.4,2,51.0
20786,2010-03-21,2,79.9,0,2.0
20786,2010-06-15,1,39.95,0,1.0
20786,2010-08-11,1,39.95,0,1.0
20786,2010-09-17,1,39.95,0,1.0
20786,2010-10-06,2,79.9,0,0.0
20787,2010-01-17,1,39.95,0,0.0
20787,2010-08-11,1,39.95,0,1.0
20787,2010-09-03,2,79.9,0,0.0
20793,2010-05-24,240,180.0,2,24.0
20793,2010-06-07,2,13.5,0,2.0
20793,2010-08-24,1,6.75,0,1.0
20793,2010-11-14,5,33.75,1,0.0
20793,2010-12-12,1,6.75,0,1.0
20793,2011-02-28,5,33.75,1,0.0
20793,2011-07-05,1,6.75,0,1.0
20793,2011-09-08,1,6.75,0,0.0
20795,2010-02-02,36,60.84,6,30.0
20795,2010-03-26,6,12.6,0,6.0
20795,2011-09-21,6,12.6,5,11.0
20795,2011-09-28,6,12.6,1,5.0
20795,2011-11-03,1,2.1,0,1.0
20795,2011-12-02,6,12.6,0,6.0
20835,2011-06-16,12,9.96,2,14.0
20835,2011-10-27,6,4.98,0,6.0
20835,2011-11-10,12,9.96,0,0.0
20840,2010-03-01,48,40.8,16,64.0
20840,2010-03-02,12,10.2,4,16.0
20845,2010-01-05,17,107.95,6,23.0
20845,2010-01-27,4,25.4,0,4.0
20845,2010-02-15,12,76.2,0,12.0
20845,2010-03-08,2,12.7,1,0.0
20845,2010-05-27,1,6.35,0,1.0
20845,2011-01-18,1,6.35,0,1.0
20845,2011-03-13,1,6.35,0,1.0
20845,2011-03-24,2,12.7,0,2.0
20845,2011-04-01,2,12.7,0,2.0
20845,2011-07-19,6,38.1,0,6.0
20845,2011-08-16,1,6.35,0,0.0
20850,2010-02-15,696,348.0,4,501.0
20850,2010-02-17,4,11.8,0,4.0
20850,2010-02-25,15,44.25,0,15.0
20850,2010-03-01,6,17.7,2,0.0
20850,2010-03-07,2,5.9,0,2.0
20850,2010-03-11,6,17.7,3,0.0
20850,2010-04-08,3,8.85,0,3.0
20850,2010-07-01,6,17.7,0,6.0
20850,2010-08-13,2,5.9,0,2.0
20850,2010-08-19,12,35.4,3,0.0
20850,2010-11-11,3,8.85,0,3.0
20857,2010-08-05,11,18.15,10,21.0
20857,2010-08-15,5,8.25,3,8.0
20857,2010-09-21,3,4.95,0,3.0
20857,2010-10-18,7,11.55,0,7.0
20857,2010-10-22,7,11.55,4,0.0
20857,2010-10-24,4,6.6,0,4.0
20857,2010-10-25,3,4.95,1,0.0
20857,2010-10-31,1,1.65,0,1.0
20857,2010-11-03,5,8.25,2,0.0
20857,2010-11-04,2,3.3,0,2.0
20857,2010-11-07,2,3.3,1,0.0
20857,2010-11-14,1,1.65,0,1.0
20857,2010-11-21,3,4.95,0,3.0
20857,2010-12-07,12,19.8,0,12.0
20857,2010-12-14,2,3.3,0,2.0
20857,2011-01-06,15,24.75,0,15.0
20857,2011-02-15,4,6.6,0,4.0
20857,2011-02-17,1,1.65,0,0.0
20861,2010-11-08,10,21.0,2,8.0
20861,2010-11-10,2,4.2,0,2.0
20861,2010-12-06,2,4.2,1,0.0
20861,2010-12-10,1,2.1,0,1.0
20862,2010-03-10,3,6.3,2,5.0
20862,2010-03-29,108,226.8,27,2.0
20862,2010-05-13,27,45.63,0,27.0
20862,2010-06-30,27,56.7,0,27.0
20864,2010-01-24,6,12.6,3,9.0
20864,2010-03-29,100,210.0,27,73.0
20864,2010-05-13,27,45.63,0,27.0
20864,2010-06-30,27,44.55,0,27.0
20864,2010-08-13,6,12.6,1,0.0
20864,2010-08-16,1,2.1,0,1.0
20864,2010-10-18,7,14.7,4,0.0
20864,2010-10-19,4,8.4,0,4.0
20864,2010-10-24,4,8.4,0,0.0
20868,2010-01-04,240,91.2,71,311.0
20868,2010-11-16,120,127.2,1,40.0
20868,2010-11-19,1,1.25,0,1.0
20868,2010-11-28,12,15.0,2,0.0
20868,2010-12-10,2,2.5,0,2.0
20868,2010-12-14,4,5.0,3,0.0
20868,2011-03-09,3,3.75,0,3.0
20868,2011-07-19,2,0.78,0,2.0
20868,2011-07-22,30,11.7,4,0.0
20868,2011-08-17,4,1.56,0,4.0
20868,2011-09-28,20,7.8,0,20.0
20868,2011-10-06,4,1.56,1,0.0
20868,2011-10-10,1,0.39,0,1.0
20868,2011-10-27,16,6.24,6,0.0
20868,2011-10-30,6,2.34,0,6.0
20868,2011-11-01,60,23.4,1,0.0
20868,2011-11-09,1,0.39,0,1.0
20868,2011-11-16,60,23.4,2,0.0
20868,2011-11-18,2,0.78,0,2.0
20868,2011-11-20,65,25.35,13,0.0
20868,2011-11-21,13,5.07,0,13.0
20868,2011-11-25,6,2.34,0,6.0
20868,2011-11-30,60,23.4,0,60.0
20868,2011-12-08,6,2.34,0,6.0
20870,2009-12-01,24,35.1,2,933.0
20870,2009-12-03,2,4.2,0,2.0
20870,2009-12-13,1,2.1,0,0.0
20878,2010-08-15,12,15.0,8,20.0
20889,2010-01-21,412,134.2,4,216.0
20889,2010-02-17,4,11.8,0,4.0
20889,2010-03-11,3,8.85,0,3.0
20889,2010-03-26,28,23.8,0,0.0
20893,2010-04-15,2,5.1,1,3.0
20901,2009-12-01,6,38.1,0,179.0
20941,2010-11-14,27,33.75,22,49.0
20941,2010-11-25,13,16.25,7,20.0
20941,2010-11-26,12,15.0,2,7.0
20941,2010-12-19,2,2.5,0,2.0
20941,2010-12-21,6,7.5,1,0.0
20941,2011-01-18,1,1.25,0,1.0
20941,2011-02-03,16,20.0,1,0.0
20941,2011-02-07,1,1.25,0,1.0
20941,2011-02-10,2,2.5,1,0.0
20941,2011-02-11,1,1.25,0,1.0
20941,2011-03-08,6,7.5,2,0.0
20941,2011-03-25,2,2.5,0,2.0
20941,2011-04-13,11,13.75,0,11.0
20941,2011-05-19,4,5.0,0,4.0
20941,2011-07-06,5,6.25,0,5.0
20952,2010-02-04,12,5.04,6,18.0
20958,2010-11-04,4,7.8,0,4.0
20958,2010-11-19,2,3.9,0,0.0
20960,2010-03-04,20,25.0,8,28.0
20960,2010-03-07,5,6.25,3,8.0
20971,2011-10-07,2868,3065.16,19,1021.0
20971,2011-10-09,19,23.75,0,19.0
20971,2011-10-11,1308,1388.76,0,1308.0
20971,2011-10-13,144,157.2,0,144.0
20971,2011-10-14,25,28.97,3,0.0
20971,2011-10-17,3,4.96,0,3.0
20971,2011-10-19,12,15.0,0,12.0
20971,2011-10-20,216,242.64,1,0.0
20971,2011-10-21,1,1.25,0,1.0
20971,2011-10-24,11,13.75,0,11.0
20971,2011-10-26,12,15.0,0,12.0
20971,2011-10-27,48,60.0,12,0.0
20971,2011-10-28,12,15.0,0,12.0
20971,2011-10-30,5,6.25,4,0.0
20971,2011-10-31,4,9.84,0,4.0
20971,2011-11-02,24,30.0,0,24.0
20971,2011-11-03,16,20.0,13,0.0
20971,2011-11-04,13,16.25,0,13.0
20971,2011-11-06,29,36.25,24,0.0
20971,2011-11-07,24,30.0,0,24.0
20971,2011-11-09,26,32.5,0,26.0
20971,2011-11-10,97,122.46,32,0.0
20971,2011-11-11,32,40.0,0,32.0
20971,2011-11-14,54,69.92,0,54.0
20971,2011-11-15,211,229.55,38,0.0
20971,2011-11-16,38,47.5,0,38.0
20971,2011-11-18,50,62.5,0,50.0
20971,2011-11-20,30,37.5,15,0.0
20971,2011-11-21,15,18.75,0,15.0
20971,2011-11-23,16,20.0,0,16.0
20971,2011-11-25,29,36.25,0,29.0
20971,2011-11-28,28,38.63,0,28.0
20971,2011-11-30,24,30.0,0,24.0
20971,2011-12-01,121,137.57,25,0.0
20971,2011-12-02,25,31.25,0,25.0
20971,2011-12-04,27,33.75,20,0.0
20971,2011-12-05,20,29.84,0,20.0
20971,2011-12-07,14,17.5,0,14.0
20971,2011-12-08,144,152.64,0,0.0
20980,2010-04-23,16,20.0,3,19.0
20980,2010-05-11,12,15.0,1,3.0
20980,2010-05-16,1,1.25,0,1.0
